gene_symbol,colors,ens_gene_human,habu_gene_id,habu_target_id,gene_id,SRR41,SRR42,SRR43,SRR44,SRR45,SRR46,SRR47,SRR48,SRR49,SRR50,SRR51,SRR52,SRR53,Pm_3,Pm_4,Pm_6,Pm_7,Pm_8,Pm_9,Pm_10,Pm_11,Pm_12,Pm_14,Pm_16,Pm_17,Pm_18
GNAS,brown,ENSG00000087460,107295540,XM_015824865.1,2778,28432,5221,4551,7304,5084,15897,6641,18955,7012,3459,7624,11953,65336,259,328,369,429,266,518,207,262,371,211,346,334,249
GOT2,turquoise,ENSG00000125166,107284164,XM_015812178.1,2806,370,482,339,484,507,496,364,459,475,346,594,505,455,1164,2382,875,2234,1478,1014,720,781,983,1322,616,604,1184
GPLD1,magenta,ENSG00000112293,107289603,XM_029284575.1,2822,150,142,116,118,158,157,158,131,155,117,160,141,148,39,106,87,54,26,22,41,35,232,48,159,104,69
GPR39,lightcyan,ENSG00000183840,107293015,XM_015822144.1,2863,8,0,53,1,28,7,24,17,1,2,2,2,7,40,7,9,6,7,7,12,23,14,8,70,7,33
PDIA3,turquoise,ENSG00000167004,107289787,XM_015818598.2,2923,4241,2300,1514,1852,1900,2437,1509,3889,1920,1394,1937,2098,4661,4379,12013,9889,16591,2734,10818,2146,3103,9527,4152,5766,7295,13665
GTF2F1,turquoise,ENSG00000125651,107298044,XM_029286472.1,2962,275,376,325,349,347,355,248,216,255,239,293,268,282,612,421,256,488,456,347,357,421,324,309,220,336,192
BRF1,turquoise,ENSG00000185024,107294271,XM_015823490.1,2972,468,510,397,385,546,553,482,362,386,404,548,423,620,144,76,55,83,65,41,126,84,48,59,53,71,45
GTF3C1,darkgreen,ENSG00000077235,107283961,XM_015811951.1,2975,1242,725,695,677,798,806,714,929,753,568,747,770,1322,178,153,65,84,98,109,58,75,55,41,37,79,46
GUCY1A1,brown,ENSG00000164116,107287977,XM_015816544.1,2982,592,112,102,59,142,103,117,415,84,83,128,100,362,131,58,215,19,71,59,137,119,72,70,53,54,59
GUCY1B1,darkgrey,ENSG00000061918,107287976,XM_015816543.2,2983,209,34,28,17,31,36,33,54,25,33,21,39,100,531,372,523,190,337,328,406,596,312,228,220,266,203
GUCY2C,cyan,ENSG00000070019,107302973,XM_015832146.1,2984,34,50,36,51,31,36,50,25,59,37,51,42,46,11,17,349,52,9,487,10,6,3824,26,35,726,4
GUK1,turquoise,ENSG00000143774,107286011,XM_015814297.1,2987,1118,1159,808,871,1170,945,824,947,890,785,1091,1132,1303,181,102,84,198,86,79,77,74,199,116,107,98,102
H2AZ1,cyan,ENSG00000164032,107298919,XM_015828279.1,3015,452,280,238,270,209,262,234,364,268,243,249,262,356,517,673,518,347,239,462,328,429,712,343,308,486,166
HAGH,turquoise,ENSG00000063854,107292550,XM_015821648.1,3029,235,311,216,264,279,301,296,213,272,221,262,261,340,111,187,155,158,227,203,191,205,193,165,116,141,58
SERPIND1,brown,ENSG00000099937,107293323,XM_015822475.1,3053,42,17,12,10,16,26,20,36,18,29,25,26,30,1,3,1,1,1,0,0,1,0,2,0,0,0
NRG1,darkgreen,ENSG00000157168,107289677,XM_015818473.1,3084,213,127,105,101,187,141,197,363,126,129,139,106,331,20,33,16,11,12,57,11,24,11,6,4,20,9
HLF,tan,ENSG00000108924,107302743,XM_015831886.1,3131,641,1304,890,654,1258,799,670,581,758,924,1581,812,922,18,16,13,14,15,4,12,19,6,7,12,5,6
HLCS,darkgrey,ENSG00000159267,107296825,XM_015826181.1,3141,535,701,440,563,485,482,469,688,436,374,615,491,764,134,97,102,53,49,141,89,90,176,42,48,75,35
HMGCL,turquoise,ENSG00000117305,107290750,XM_015819661.1,3155,286,305,332,331,301,315,324,299,285,288,381,324,357,222,280,177,214,167,95,243,237,87,213,147,199,135
HMGCS2,brown,ENSG00000134240,107290824,XM_029284824.1,3158,418,17,19,50,10,66,25,947,260,43,23,54,934,11,1,2,0,3,0,4,2,2,3,2,0,1
HPN,green,ENSG00000105707,107287563,XM_029284162.1,3249,41,50,118,71,266,142,366,42,78,29,134,71,65,2,1,0,0,3,2,7,0,0,0,4,1,7
HPRT1,turquoise,ENSG00000165704,107303224,XM_015832426.2,3251,47,45,31,36,57,64,28,32,55,33,41,57,49,61,57,50,52,74,56,61,87,64,53,49,33,44
HRG,blue,ENSG00000113905,114923019,XM_029285377.1,3273,22,32,19,26,30,28,32,20,20,22,32,27,34,0,0,4,0,0,2,5,1,0,1,6,0,0
HSD11B1,magenta,ENSG00000117594,107292272,XM_015821350.1,3290,17,10,18,3,10,11,7,4,14,10,7,10,9,150,326,608,72,10,106,93,44,277,175,353,175,153
HSD11B2,tan,ENSG00000176387,107284155,XM_015812169.1,3291,137,604,816,1297,1669,1322,1119,151,902,757,1630,1265,217,2,4,1,2,1,1,0,3,2,1,0,2,0
DNAJC4,grey60,ENSG00000110011,107299059,XM_029286670.1,3338,128,211,179,214,204,281,230,139,136,105,204,211,201,17,36,12,44,31,9,24,48,10,31,14,12,32
FOXN2,darkgreen,ENSG00000170802,107290125,XM_015818977.1,3344,540,235,143,229,232,283,175,378,250,215,219,277,520,23,29,10,32,17,18,12,7,11,12,18,16,7
HTR2A,black,ENSG00000102468,107284273,XM_029283414.1,3356,0,70,9,29,31,1,22,20,18,0,28,0,24,7,0,10,0,2,7,5,8,4,1,4,3,0
IARS1,magenta,ENSG00000196305,107292259,XM_015821335.1,3376,1695,1197,752,875,1114,1411,1068,1666,1046,773,1170,1122,1463,2574,2297,1174,690,1216,1121,1067,1309,1285,969,721,1108,780
ICA1,magenta,ENSG00000003147,107283663,XM_015811597.1,3382,555,577,556,614,532,565,489,822,440,380,459,556,739,545,320,309,158,397,392,317,456,798,365,216,371,298
IDH3G,turquoise,ENSG00000067829,107286701,XM_015815105.1,3421,225,311,252,227,261,293,260,231,227,173,322,251,308,493,234,133,199,184,116,214,281,152,216,107,188,105
IFRD1,darkgrey,ENSG00000006652,107291058,XM_015820013.1,3475,580,655,640,678,730,475,460,469,531,397,438,581,513,380,359,347,154,250,344,383,472,420,203,202,376,134
IGF1R,turquoise,ENSG00000140443,107290589,XM_015819480.1,3480,1938,2204,1759,1726,1776,1900,1728,1513,1958,1609,2317,1981,2468,1003,1373,512,489,720,778,559,564,566,421,370,608,412
IGFALS,blue,ENSG00000099769,107293799,XM_029285464.1,3483,8,37,16,14,37,19,29,5,8,20,24,20,16,6,0,0,1,1,0,1,1,0,1,0,0,0
IL6,white,ENSG00000136244,107282781,XM_015810607.1,3569,75,29,9,15,64,2,29,13,124,7,7,11,61,17,4,11,8,9,6,4,12,32,12,15,4,14
FOXK2,magenta,ENSG00000141568,107293623,XM_015822779.2,3607,477,558,347,370,477,551,457,235,448,230,378,497,471,304,274,185,104,231,209,237,264,312,135,161,195,169
IMPDH1,darkgreen,ENSG00000106348,107289215,XM_015817921.2,3614,458,365,258,309,334,306,266,363,275,167,256,280,514,1,4,4,12,3,3,0,1,2,2,0,0,1
INSIG1,magenta,ENSG00000186480,107303308,XM_015832526.1,3638,1056,560,506,433,1282,908,1128,1383,544,944,1571,1335,2119,1346,867,976,236,1004,902,210,351,2222,704,2018,258,3313
INSR,brown,ENSG00000171105,107282222,XM_029282966.1,3643,4109,3932,2917,2460,2440,2599,2950,3415,2206,2450,2847,2329,5262,33,37,21,16,20,7,37,11,10,22,14,24,21
ITPKA,tan,ENSG00000137825,107295459,XM_015824771.1,3706,6,4,12,26,18,15,14,6,19,11,27,21,17,32,16,12,10,25,17,32,39,13,18,10,19,15
ITPKB,blue,ENSG00000143772,107291207,XM_015820179.1,3707,842,3062,1860,1124,3094,1935,1890,696,1246,817,2094,1540,1080,259,281,202,52,73,187,248,205,203,79,166,194,76
ITPR2,tan,ENSG00000123104,107296465,XM_029286076.1,3709,4681,6198,4235,7756,5319,5888,3282,3970,5380,5941,5753,5557,5998,58,357,210,166,40,296,55,29,194,110,164,217,173
JUND,black,ENSG00000130522,107282279,XM_015810052.2,3727,1424,2006,1574,1259,2896,1381,2186,1162,443,284,912,1102,1621,2,0,2,2,0,0,0,0,1,4,1,0,0
KCNE1,magenta,ENSG00000180509,107297737,XM_015827099.1,3753,87,53,31,41,45,41,73,25,33,19,41,50,47,5,16,216,86,0,55,2,0,193,14,267,46,108
KCNJ13,brown,ENSG00000115474,107285520,XM_015813715.1,3769,169,174,112,124,102,134,112,181,129,129,144,127,189,24,29,28,9,26,24,29,40,13,18,13,36,2
KCNJ16,tan,ENSG00000153822,107282581,XM_015810382.1,3773,80,147,144,337,353,189,82,105,194,272,271,406,110,0,0,0,1,3,0,0,2,0,6,0,0,0
KCNN4,turquoise,ENSG00000104783,107297419,XM_015826791.1,3783,1509,1067,1119,1864,1079,2342,1447,1755,1652,1498,2311,1652,2402,580,566,304,181,202,258,229,373,160,161,76,239,156
LAMP2,brown,ENSG00000005893,107302746,XM_015831891.1,3920,3004,2920,2016,2458,2363,1970,2052,3209,2298,1997,2541,2642,3529,46,51,15,35,21,36,20,22,41,17,11,17,18
RPSA,turquoise,ENSG00000168028,107293638,XM_015822798.1,3921,3943,5108,3849,3501,4096,4155,4671,4945,3855,3169,4654,3684,3019,5637,2624,3569,7071,2335,2725,3237,4516,8799,6587,4135,4617,6702
LDLR,black,ENSG00000130164,107287119,XM_015815588.1,3949,1193,1513,756,413,4271,1100,1519,1197,1315,518,1200,1001,2097,491,270,152,96,164,186,96,190,188,100,151,109,177
LEPR,greenyellow,ENSG00000116678,107298129,XM_015827491.1,3953,653,89,69,124,139,74,90,187,141,163,98,110,420,4,11,7,2,0,5,6,23,0,6,2,14,1
LETM1,turquoise,ENSG00000168924,107291448,XM_015820446.1,3954,522,457,369,390,479,484,437,345,439,293,386,412,519,13,27,6,19,12,27,18,9,18,5,7,20,10
LGALS3,magenta,ENSG00000131981,107293659,XM_015822818.1,3958,759,752,696,607,830,864,688,923,607,645,766,754,860,2323,1511,1329,620,1428,1096,1601,2372,2235,870,1132,1458,1194
LGALS8,darkgrey,ENSG00000116977,107293652,XM_015822811.1,3964,641,435,483,323,556,462,410,508,564,352,478,515,644,1498,646,691,613,769,1147,1520,1221,2112,714,478,1310,544
LIFR,tan,ENSG00000113594,107288322,XM_015816934.1,3977,2454,7448,6250,7413,7761,4670,3973,1549,5280,4852,6393,6863,1640,192,226,222,103,189,93,153,143,218,139,117,151,133
LIPC,green,ENSG00000166035,107283129,XM_015810985.1,3990,25,24,10,24,20,33,22,14,14,12,24,17,31,1,0,0,0,0,0,0,0,0,0,0,0,1
LSS,magenta,ENSG00000160285,107296168,XM_015825518.1,4047,564,662,431,375,702,528,634,431,506,418,617,564,890,609,285,154,92,265,372,187,333,291,237,194,152,273
LTC4S,blue,ENSG00000213316,107296651,XM_015826000.1,4056,17,19,23,20,28,20,28,7,13,20,25,16,27,4,0,0,1,1,0,0,0,0,0,0,1,0
MANBA,darkgreen,ENSG00000109323,107299013,XM_015828381.1,4126,895,1074,852,679,587,503,650,857,699,558,592,670,1220,401,204,88,59,102,155,148,154,140,118,114,158,115
MAOB,blue,ENSG00000069535,107297272,XM_015826635.2,4129,47,1309,901,801,1461,708,1017,87,531,504,764,783,102,2,30,51,24,3,51,9,18,99,15,22,33,19
MARK1,cyan,ENSG00000116141,107298746,XM_015828109.1,4139,92,87,81,57,92,104,60,116,63,57,93,75,127,517,413,391,327,446,448,325,565,378,228,244,367,176
MARS1,turquoise,ENSG00000166986,107293465,XM_015822616.2,4141,667,694,316,450,524,915,730,711,567,280,476,523,585,1207,1280,273,556,202,650,139,214,346,180,398,317,774
MAT2A,turquoise,ENSG00000168906,107287945,XM_015816509.1,4144,1424,985,567,650,1059,899,721,1066,900,489,648,1112,1087,317,2254,771,2934,113,2591,134,156,2983,431,1212,2775,1571
MCC,magenta,ENSG00000171444,107293249,XM_015822393.1,4163,751,442,413,306,652,567,443,525,382,459,546,539,723,511,429,547,244,122,253,170,234,323,211,203,266,340
MELTF,tan,ENSG00000163975,107291709,XM_029285000.1,4241,220,1419,951,2489,1602,2259,962,150,1269,1668,2818,2030,378,2,2,0,0,0,0,1,0,0,0,0,1,0
MIPEP,darkgrey,ENSG00000027001,107288414,XM_015817033.2,4285,219,164,113,164,163,176,114,249,171,160,154,173,263,348,276,206,119,213,220,273,352,202,175,148,251,116
MLLT3,turquoise,ENSG00000171843,107292741,XM_015821857.1,4300,561,851,665,590,734,497,601,609,525,850,732,603,701,160,216,169,97,51,97,137,148,120,68,76,130,101
TRPM1,magenta,ENSG00000134160,107283124,XM_015810978.1,4308,2,7,0,0,3,2,10,0,0,3,3,5,4,29,50,29,13,34,9,21,36,25,20,32,30,29
ALDH6A1,magenta,ENSG00000119711,107290492,XM_015819374.1,4329,849,972,958,750,1063,672,919,1336,855,568,832,784,1496,828,1659,1446,535,847,911,905,768,1066,760,802,861,1213
MPV17,black,ENSG00000115204,107286479,XM_015814854.1,4358,307,326,296,198,266,301,326,234,261,184,290,254,308,46,11,11,14,10,6,20,15,3,6,9,24,8
MTAP,magenta,ENSG00000099810,107294825,XM_015824091.1,4507,815,1011,732,814,731,791,853,737,718,768,853,791,889,1313,6896,6395,1337,841,2602,1524,1374,3674,1865,3108,2112,2815
MTCP1,grey60,ENSG00000214827,107295405,XM_015824720.1,4515,27,36,23,13,24,29,37,10,26,19,27,22,26,1,2,0,2,1,1,1,3,0,0,1,0,1
MTIF2,turquoise,ENSG00000085760,107302298,XM_015831398.1,4528,298,312,324,381,320,298,246,258,301,345,371,327,319,677,554,463,611,490,282,707,762,568,503,292,550,279
MTR,midnightblue,ENSG00000116984,107290169,XM_015819027.1,4548,1005,1103,854,902,914,933,895,909,800,872,981,985,1110,244,170,116,38,115,35,189,119,80,177,102,174,82
MUC5AC,lightcyan,ENSG00000215182,107287803,XM_029284211.1,4586,21,16,3,11,2,3,3,10,10,3,1,0,66,1,19,8,2,16,0,50,9,3,8,23,5,15
MVK,black,ENSG00000110921,107287299,XM_015815794.1,4598,98,155,154,125,154,121,146,117,121,91,119,115,195,87,14,14,22,43,20,17,36,17,11,28,9,47
MYBPC1,tan,ENSG00000196091,107289472,XM_015818239.1,4604,54,21,23,327,14,349,23,35,304,247,320,480,39,3,32,109,23,39,9,42,13,7,131,23,59,17
MYC,turquoise,ENSG00000136997,107299311,XM_029286742.1,4609,305,416,246,138,1142,167,382,118,410,118,139,398,157,175,146,89,113,83,104,71,91,80,65,69,63,74
GADD45B,darkorange,ENSG00000099860,107296840,XM_015826193.1,4616,310,1120,745,387,2881,399,549,245,1279,248,412,728,268,0,0,0,0,0,0,0,0,0,0,0,0,0
MYO5B,turquoise,ENSG00000167306,107284128,XM_029283377.1,4645,1440,1452,1421,1616,1406,1797,1199,1571,1416,979,1731,1463,2098,56,71,38,61,60,25,43,33,35,17,43,45,19
MYO9A,darkgreen,ENSG00000066933,107297914,XM_029286412.1,4649,1352,761,673,683,770,717,752,927,903,660,676,789,1228,66,93,56,70,40,77,45,64,68,20,45,61,25
HNRNPM,blue,ENSG00000099783,107297619,XM_029286357.1,4670,743,1181,981,656,1085,972,925,575,983,654,889,833,836,4,5,3,22,6,3,1,12,5,0,1,5,4
NARS1,turquoise,ENSG00000134440,107299804,XM_015829141.1,4677,981,776,597,659,651,906,581,905,734,660,814,771,918,2564,2011,825,1141,1137,1206,807,1250,1300,734,891,1002,1060
NDUFA9,turquoise,ENSG00000139180,107300260,XM_015829598.1,4704,617,683,540,499,591,600,616,598,608,557,675,647,745,541,780,448,510,792,439,363,506,773,518,429,514,470
NDUFA10,turquoise,ENSG00000130414,107283266,XM_015811138.2,4705,719,900,910,956,945,913,874,789,741,871,1062,872,887,342,363,245,490,388,356,365,450,451,327,165,322,167
NDUFB2,turquoise,ENSG00000090266,107288687,XM_015817330.1,4708,415,315,270,316,274,362,295,379,394,359,435,400,372,162,163,154,469,240,149,195,257,307,318,225,245,173
NDUFV3,turquoise,ENSG00000160194,107296829,XM_015826182.1,4731,463,577,512,498,486,525,635,478,431,378,541,500,567,271,361,136,230,186,118,297,235,200,283,131,135,137
NEDD8,turquoise,ENSG00000129559,107292254,XM_015821331.1,4738,206,181,189,153,180,141,168,179,169,154,190,177,209,14,42,14,98,29,24,20,16,31,13,29,18,15
NEU1,cyan,ENSG00000204386,107298256,XM_015827629.1,4758,82,91,109,75,53,76,56,68,65,63,62,86,106,85,91,53,29,26,37,26,24,45,19,40,30,16
NFIX,green,ENSG00000008441,107285136,XM_015813288.1,4784,899,3729,2796,2313,4110,3110,3592,505,1695,1134,2846,2528,1960,109,190,111,52,79,42,75,86,70,62,82,82,77
NFX1,turquoise,ENSG00000086102,107297443,XM_015826805.1,4799,1068,923,792,924,973,1047,1025,883,773,747,930,904,1054,84,73,38,38,42,45,54,69,49,32,48,56,26
NIT1,grey60,ENSG00000158793,107293817,XM_015823002.1,4817,184,348,324,281,325,251,322,182,231,224,287,243,256,52,40,24,71,29,36,22,40,36,22,23,28,33
NME3,brown,ENSG00000103024,107293797,XM_015822979.1,4832,277,282,171,243,205,257,247,259,210,253,214,226,316,3,0,0,0,2,1,2,6,4,1,0,2,4
NME4,black,ENSG00000103202,107290323,XM_029284726.1,4833,328,436,413,292,449,283,472,306,250,186,377,273,429,0,0,0,1,0,0,0,0,0,0,0,0,0
NSF,lightcyan,ENSG00000073969,107303033,XM_015832212.1,4905,126,146,134,264,248,153,221,129,258,193,321,10,334,1108,528,939,205,297,457,206,304,981,318,1456,411,800
OAZ1,turquoise,ENSG00000104904,107282261,XM_015810034.1,4946,2950,2757,2506,2774,2710,2491,2502,2640,2340,2059,2704,2427,3447,1759,1301,786,1568,1175,849,1669,2377,1867,935,931,1594,780
ODC1,cyan,ENSG00000115758,107294079,XM_015823286.2,4953,427,245,234,168,213,231,236,408,332,221,253,377,388,4521,6124,4808,8443,1209,11062,2110,2732,7808,2840,5427,4975,4494
ORC2,darkgrey,ENSG00000115942,107291760,XM_029285013.1,4999,492,540,465,474,492,474,456,439,454,493,546,498,531,606,629,392,168,357,342,435,523,360,253,204,336,190
P2RX4,turquoise,ENSG00000135124,107286969,XM_015815419.1,5025,501,809,545,603,704,611,411,728,441,446,567,703,637,280,171,115,175,74,149,177,224,108,75,149,143,141
FURIN,blue,ENSG00000140564,107289799,XM_015818611.2,5045,1151,12343,7609,9150,9541,6930,5143,716,2753,4720,8847,6488,1487,13,16,10,27,2,4,5,11,7,5,9,3,4
PAFAH2,magenta,ENSG00000158006,107295655,XM_015824979.1,5051,246,199,168,210,192,243,162,316,225,211,230,214,348,72,104,164,94,43,197,71,117,177,89,94,67,142
PALM,turquoise,ENSG00000099864,107282173,XM_015809926.1,5064,93,93,90,111,125,59,129,45,82,54,87,83,135,493,680,1082,1575,424,1836,1424,2154,1455,1143,777,1191,675
PRKN,yellow,ENSG00000185345,107295102,XM_015824396.2,5071,77,110,78,105,105,90,108,83,76,70,99,111,112,179,144,93,54,249,81,241,164,150,191,105,106,89
PBX3,turquoise,ENSG00000167081,107291878,XM_015820918.1,5090,162,206,82,671,174,271,79,66,291,331,259,281,109,19,37,33,40,20,18,11,28,13,25,19,25,20
PCCA,brown,ENSG00000175198,107298587,XM_015827965.1,5095,1177,510,426,403,385,506,369,1304,533,547,516,513,1189,573,399,430,142,332,306,369,422,326,265,319,220,219
PCSK1,cyan,ENSG00000175426,107302787,XM_015831940.1,5122,270,484,355,355,402,268,304,149,264,268,489,302,251,29,23,186,61,13,192,17,21,162,11,19,182,21
PCSK2,green,ENSG00000125851,107283169,XM_015811039.1,5126,19,49,45,36,87,52,84,17,35,22,31,52,54,44,44,18,17,32,22,49,41,13,28,10,21,11
CDK17,darkgrey,ENSG00000059758,107284563,XM_015812638.1,5128,716,381,258,283,360,305,274,622,361,323,255,310,667,220,179,245,60,127,248,170,225,209,84,82,224,75
PDCD2,turquoise,ENSG00000071994,107290181,XM_015819043.1,5134,404,423,336,343,354,365,322,399,377,331,412,433,464,273,161,123,134,171,116,191,231,120,120,100,179,100
PDE3B,blue,ENSG00000152270,107295022,XM_015824310.1,5140,1296,2469,1691,1943,2357,1331,1258,1081,818,1381,1470,1668,1347,82,217,145,97,69,297,73,70,124,58,81,162,77
PDK1,brown,ENSG00000152256,107291526,XM_015820532.1,5163,1164,452,293,730,376,737,371,1296,501,733,602,694,1585,51,56,36,33,28,26,37,56,39,16,24,34,21
PDPK1,blue,ENSG00000140992,107302608,XM_029287257.1,5170,1086,1446,1378,1107,1414,1281,1178,866,1207,898,1309,1182,1440,40,58,51,14,41,34,20,37,33,30,29,42,23
PDZK1,brown,ENSG00000174827,107289034,XM_015817724.2,5174,34,38,16,14,43,25,30,29,12,29,25,30,53,1,3,1,0,6,0,1,1,0,1,1,9,1
PEX10,grey60,ENSG00000157911,107293863,XM_015823055.1,5192,149,223,202,198,236,215,253,113,121,95,220,171,189,41,37,32,39,18,22,41,37,26,56,18,29,17
PEX14,black,ENSG00000142655,107292337,XM_015821417.1,5195,102,387,185,126,294,149,163,103,123,112,163,140,142,19,27,25,20,16,23,9,11,16,13,14,19,12
ATP8B1,magenta,ENSG00000081923,107285591,XM_015813799.1,5205,1740,2238,1755,1633,1829,1411,1561,2063,1479,1356,2018,1531,2356,1379,1260,895,379,807,825,1554,1473,983,747,724,834,726
PFKFB4,darkgreen,ENSG00000114268,107293196,XM_015822338.1,5210,63,22,9,21,21,27,14,22,36,20,36,24,76,95,50,31,26,30,34,57,30,42,28,20,18,27
PGM5,brown,ENSG00000154330,107289298,XM_015818027.1,5239,224,164,166,140,161,162,186,212,148,126,238,178,253,5,7,4,0,7,0,20,7,3,2,1,5,5
ABCB1,yellow,ENSG00000085563,107283317,XM_029283187.1,5243,54,12,48,24,32,29,51,29,38,29,37,14,67,11,8,10,1,14,5,16,14,5,23,11,10,20
PHF2,black,ENSG00000197724,107294787,XM_015824047.1,5253,611,662,573,470,637,602,631,416,489,335,537,507,738,101,62,50,22,57,27,71,75,32,30,37,68,24
PIGF,turquoise,ENSG00000151665,107287857,XM_015816411.1,5281,197,128,135,138,112,152,167,139,189,148,173,163,184,331,446,322,527,311,376,227,269,385,191,388,333,218
PIGH,turquoise,ENSG00000100564,107285838,XM_015814098.1,5283,248,316,267,249,270,249,257,281,224,209,268,285,335,238,308,679,678,155,479,167,255,602,276,391,398,383
PIK3C2A,darkgrey,ENSG00000011405,107290371,XM_015819253.1,5286,1654,1167,993,1129,1103,1194,933,1469,1121,1017,1057,1113,1718,470,424,470,132,318,456,523,397,513,236,270,279,179
PIK3CA,darkgrey,ENSG00000121879,107285699,XM_015813924.1,5290,699,448,340,449,386,408,324,389,483,368,434,453,576,274,250,237,119,161,197,296,300,203,179,159,258,100
PIK3CG,turquoise,ENSG00000105851,107297786,XM_015827146.1,5294,291,125,78,256,72,321,144,145,111,228,233,224,333,51,68,66,45,53,33,8,34,50,34,43,39,31
PI4KA,turquoise,ENSG00000241973,107293333,XM_029285422.1,5297,1247,1026,828,888,1044,1324,1038,830,931,822,1109,1011,1404,93,196,30,76,51,52,42,64,41,47,37,64,34
PKHD1,yellow,ENSG00000170927,107285557,XM_029283700.1,5314,28,22,17,25,23,15,25,20,11,25,21,26,25,10,17,5,2,3,0,35,12,2,14,7,5,7
PLCB4,blue,ENSG00000101333,107285366,XM_015813546.1,5332,1267,5406,4365,3706,4471,2724,3149,1563,2549,2647,3788,3518,2009,1156,3972,2627,479,1313,1021,1298,1194,1394,1590,1039,1047,1239
PLCL1,tan,ENSG00000115896,107284906,XM_015813031.1,5334,161,178,107,168,167,168,128,82,125,173,195,221,113,6,12,9,0,6,2,13,5,3,7,5,6,4
PLCG2,brown,ENSG00000197943,107292601,XM_015821712.2,5336,127095,121006,107667,98674,109793,105864,92794,166233,104479,98653,136351,116387,164941,69,73,51,46,63,57,47,71,87,51,85,77,51
PLG,blue,ENSG00000122194,107292070,XM_029285075.1,5340,51,60,35,43,59,39,60,30,45,30,54,52,42,2,3,3,0,0,0,7,1,0,4,6,0,1
PLEK,darkgrey,ENSG00000115956,107283122,XM_015810979.1,5341,287,35,20,35,43,79,60,60,102,42,43,76,89,82,78,105,61,66,368,102,180,162,46,111,234,16
PLXNB3,grey60,ENSG00000198753,107286703,XM_015815108.1,5365,458,937,664,706,982,1065,942,212,678,507,1173,761,714,707,439,334,367,167,454,216,315,334,157,274,496,274
PMM2,magenta,ENSG00000140650,107296633,XM_015825978.2,5373,961,633,593,637,734,834,667,937,633,431,677,880,1149,815,996,656,436,416,553,391,632,697,381,456,515,593
EXOSC10,turquoise,ENSG00000171824,107294606,XM_015823847.1,5394,549,559,523,456,497,501,507,492,392,300,503,484,559,71,60,36,31,31,45,29,60,28,31,17,14,27
PODXL,greenyellow,ENSG00000128567,107294386,XM_029285606.1,5420,2930,970,904,1227,1398,1410,1101,1292,1660,910,1223,1410,2551,8,6,1,5,0,3,3,2,1,1,0,1,0
POLR2C,turquoise,ENSG00000102978,107295249,XM_015824557.1,5432,368,413,411,344,375,321,405,383,384,297,412,409,435,1009,623,314,382,684,222,592,577,360,370,292,514,386
PPARD,green,ENSG00000112033,107302828,XM_015831980.1,5467,184,232,168,149,250,236,191,116,213,96,172,183,189,116,172,70,24,25,28,43,47,37,35,27,39,62
PPIB,turquoise,ENSG00000166794,107289650,XM_015818442.1,5479,3228,1941,1282,1582,1496,2055,1551,2894,1730,1409,1798,1664,3532,3337,2367,3567,10589,521,6311,1386,1487,7348,2121,3398,6300,4562
PPM1G,magenta,ENSG00000115241,107286477,XM_015814851.1,5496,486,374,351,308,343,389,359,414,329,321,367,362,471,293,283,220,102,129,171,174,313,178,159,118,155,109
